id,X,Y,ELEVATION,NAME,FNAME,STATION_TYP,T,SRA,SCE,SCEa,SSV,P,F,RGLB
H3GAJE01,16.410023,49.821051,515,Gajer,"Gajer, Janov",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
H3HAMR01,15.914045,49.738323,605,Hamry,Hamry,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3HERM01,15.673986,49.946639,275,Heřmanův Městec,Heřmanův Městec,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3HOLO01,15.57805,50.376952,321,Holovousy,Holovousy,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
H3HRAD01,15.838452,50.177649,278,Hradec Králové,"Hradec Králové, Nový Hradec Králové",AKS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
H3HRTY01,15.909774,49.962057,241,Hrochův Týnec,Hrochův Týnec,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3HRUS01,16.19522,49.916517,291,Hrušová,Hrušová,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
H3CHLM01,15.462251,50.137135,213,Chlumec nad Cidlinou,"Chlumec nad Cidlinou, Lučice",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3CHTU01,15.386389,49.940833,238.2,Chotusice,"Chotusice, letiště",AMS,T,SRA,SCE,NA,SSV,P,F,NA
H3JICI01,15.352626,50.439511,283,Jičín,Jičín,AKS1,T,SRA,SCE,NA,SSV,P,F,NA
H3KONA01,15.284988,50.03844,209,Konárovice,Konárovice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3KRIZ01,15.774205,49.865999,432,Křižanovice,Křižanovice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3KRUC01,15.844811,49.688077,559,Krucemburk,Krucemburk,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3KUTH01,15.288261,49.965934,260,Kutná Hora,"Kutná Hora, Sedlec",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3LBEL01,15.588567,50.427437,299,Lázně Bělohrad,Lázně Bělohrad,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
H3LIBA01,15.214447,50.370822,240,Libáň,Libáň,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3LIBC01,15.704862,49.744164,425,Libice nad Doubravou,Libice nad Doubravou,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
H3LICO01,15.551646,49.914705,335,Licoměřice,Licoměřice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3LUBN01,16.190554,49.773006,560,Lubná,Lubná,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3MOKO01,15.56668,50.016395,255,Mokošín,Mokošín,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
H3NBYD01,15.497443,50.237553,232,Nový Bydžov,Nový Bydžov,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
H3NECH01,15.659823,50.242972,245,Nechanice - Lubno,Nechanice - Lubno,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3NHRA01,16.147668,49.850201,400,Nové Hrady,Nové Hrady,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3PARD01,15.740273,50.016111,224.21,Pardubice,"Pardubice, letiště",AMS,T,SRA,SCE,NA,SSV,P,F,NA
H3PODE01,15.133554,50.140503,189,Poděbrady,Poděbrady,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
H3RADO01,15.368164,50.106526,227,Radovesnice II.,Radovesnice II.,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
H3SECA01,15.6479,49.844725,529,Seč,Seč,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
H3SKUT01,15.996153,49.834947,457,Skuteč,Skuteč,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
H3SLAT01,15.393348,50.379018,254,Slatiny,"Slatiny, Milíčeves",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3SVOD01,15.787769,50.222602,240,Hradec Králové,"Hradec Králové, Svobodné Dvory",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
H3SVRA01,16.034167,49.735,734,Svratouch,Svratouch,AMS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
H3TRST01,16.341265,49.807087,435,Trstěnice,Trstěnice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3VMYT01,16.167796,49.962009,278,Vysoké Mýto,Vysoké Mýto,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3VYSC01,15.822131,49.755424,548,Vysočina,"Vysočina, Jančouř",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H3ZBYS01,15.329835,49.78686,490,Zbýšov,"Zbýšov, Dobrovítov",AKS2,T,SRA,SCE,NA,NA,NA,F,NA
H3ZEHU01,15.287765,50.133757,204,Žehuň,Žehuň,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
H4DDHP01,15.654731,50.676074,875,Dolní Dvůr,"Dolní Dvůr, Hanapetrova paseka",ASNS,T,NA,NA,SCEa,NA,NA,NA,NA
H4LUIS01,16.38829,50.287003,875,Luisino údolí,"Luisino údolí, Deštné v Orlických horách",ASNS,T,NA,NA,SCEa,NA,NA,NA,NA
H4SUVR01,16.693368,50.049859,995,Suchý vrch,Suchý vrch,ASNS,T,NA,NA,SCEa,NA,NA,NA,NA
H7SNEZ01,15.740278,50.735833,1602,Sněžka,"Sněžka, Poštovna",AMS3,NA,NA,NA,NA,NA,NA,NA,NA
L1BORO01,13.727867,49.623944,651,Borovno,"Borovno, Míšov",ASS,NA,SRA,NA,NA,NA,NA,NA,NA
L1CACH01,13.301694,49.264136,729,Čachrov,Čachrov,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1CERCTT,12.785182,49.384633,1016,Čerchov,"Čerchov, Čerchov",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
L1CKUB01,12.857804,49.367941,549,Česká Kubice,Česká Kubice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1DNES01,13.267176,49.601684,370,Dnešice,Dnešice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1DOMA01,12.922385,49.444716,458,Domažlice,Domažlice,AKS1,T,SRA,SCE,NA,NA,NA,F,NA
L1HOJS01,13.197146,49.212473,866,Železná Ruda,"Železná Ruda, Hojsova Stráž",AKS1,T,SRA,SCE,SCEa,SSV,NA,F,NA
L1HTYN01,12.943746,49.528213,374,Horšovský Týn,Horšovský Týn,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1CHUD01,13.176421,49.465452,490,Chudenice,Chudenice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1JEZHTT,13.184692,49.168686,1343,Jezerní hora,Jezerní hora,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
L1KDYN01,13.045733,49.393642,475,Kdyně,Kdyně,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1KLAT01,13.303016,49.39042,421,Klatovy,Klatovy,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L1LIBK01,13.135593,49.366344,574,Libkov,Libkov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1LOVC01,13.493545,49.402384,597,Lovčice,"Lovčice, Kvasetice",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1LUZA01,13.317522,49.54908,358,Lužany,Lužany,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1MARATT,13.73075,49.58855,782,Marásek,"Marásek, Marásek na Bůrku",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
L1NEPO01,13.589389,49.486924,471,Nepomuk,Nepomuk,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L1NETU01,13.432035,49.61559,464,Netunice,Netunice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1NEZV01,13.528521,49.635765,371,Nezvěstice,Nezvěstice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1NYRS01,13.145794,49.294244,451,Nýrsko,Nýrsko,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1PANCTT,13.252276,49.17722,1189,Pancíř,Pancíř,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
L1PIVO01,12.741932,49.490754,619,Pivoň,Pivoň,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
L1PLMI01,13.378889,49.764722,359.8,Plzeň,"Plzeň, Mikulka",AMS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
L1PLZB01,13.386411,49.788378,331,Plzeň,"Plzeň, Bolevec",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L1SEC001,13.506002,49.587397,398,Seč,Seč,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1SPIC01,13.231136,49.177061,945,Železná Ruda,"Železná Ruda, Špičák",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1SPOR01,13.604538,49.615175,420,Spálené Poříčí,Spálené Poříčí,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1STAN01,13.067369,49.552537,362,Staňkov,Staňkov,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L1STOD01,13.166901,49.639696,337,Stod,Stod,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
L1STRA01,13.246905,49.30562,477,Strážov,Strážov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1TRHA01,12.83535,49.41688,471,Trhanov,"Trhanov, Chodov",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1VSER01,12.984558,49.343917,445,Všeruby,Všeruby,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1ZINK01,13.497252,49.478113,459,Žinkovy,Žinkovy,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1ZIVO01,13.681495,49.470036,484,Životice,Životice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L1ZRUD01,13.228729,49.138245,754,Železná Ruda,Železná Ruda,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2BELA01,12.581084,49.583431,511,Železná,Železná,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
L2BEZV01,13.054363,49.993664,699,Bezvěrov,Bezvěrov,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2BORT01,12.770725,49.710653,471,Bor,Bor,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2DARM01,12.879505,49.643292,442,Staré Sedlo,"Staré Sedlo, Darmyšl",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2DOBR01,13.689215,49.717616,417,Dobřív,Dobřív,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2DYLE01,12.502849,49.968079,939,Dyleň,Dyleň,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
L2HBEL01,13.248312,49.884347,513,Horní Bělá,"Horní Bělá, Vrtbo",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2HERM01,13.57133,50.148529,407,Heřmanov,Heřmanov,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
L2HOLO01,13.71137,49.77498,433,Holoubkov,"Holoubkov, Medový Újezd",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2HROM01,13.445309,49.848142,336,Hromnice,Hromnice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2KONL01,12.975956,49.884787,530,Konstantinovy Lázně,Konstantinovy Lázně,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L2KOUN01,13.672193,50.214902,418,Kounov,Kounov,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
L2KRAL01,13.494007,49.981823,449,Kralovice,Kralovice,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L2KRAU01,12.920958,50.071286,650,Krásné Údolí,Krásné Údolí,AKS1,T,SRA,SCE,SCEa,SSV,NA,F,NA
L2KVES01,13.861277,49.990212,405,Karlova Ves,Karlova Ves,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2LIBL01,13.5451,49.916487,299,Liblín,Liblín,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2MANE01,13.22757,49.992466,436,Manětín,Manětín,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2MLAV01,12.695966,49.990619,696,Mariánské Lázně,"Mariánské Lázně, vodárna",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L2NEMA01,12.716909,49.431422,529,Nemanice,"Nemanice, Nemaničky",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2ORAC01,13.54839,50.10814,401,Oráčov,Oráčov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2PLAN01,12.735097,49.870952,505,Planá,Planá,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2PLAS01,13.382176,49.933074,330,Plasy,Plasy,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2PLZR01,13.323199,49.765499,320,Plzeň,"Plzeň, Radčice",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2PRIM01,12.678056,49.669444,742.76,Přimda,Přimda,AMS1,T,SRA,SCE,NA,SSV,P,F,NA
L2RAKO01,13.738906,50.099307,313,Rakovník,Rakovník,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2ROKY01,13.582576,49.73725,370,Rokycany,Rokycany,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
L2SLAB01,13.690636,49.992453,389,Slabce,"Slabce, Modřejovice",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2STRA01,13.753217,49.742781,526,Strašice,Strašice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2STRI01,12.996866,49.75451,412,Stříbro,Stříbro,AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
L2TACH01,12.623135,49.798357,487,Tachov,Tachov,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
L2TERE01,13.707071,49.901862,402,Terešov,Terešov,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2TSEK01,12.616463,49.943647,672,Tři Sekery,Tři Sekery,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2ULIC01,13.143405,49.759189,428,Úlice,Úlice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2UNES01,13.128163,49.894104,573,Úněšov,"Úněšov, Číhaná",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2UTER01,13.001143,49.938609,489,Úterý,Úterý,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2VERU01,13.172377,50.140984,582,Verušičky,Verušičky,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2VICH01,12.945816,49.79351,506,Víchov,Víchov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L2ZBIR01,13.751748,49.853987,476,Zbiroh,"Zbiroh, Švabín",AKS2,T,SRA,SCE,NA,NA,NA,F,NA
L2ZLUT01,13.161287,50.096136,554,Žlutice,Žlutice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3ABER01,12.816447,50.367742,893,Abertamy,Abertamy,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3AS0001,12.179572,50.220602,675,Aš,Aš,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L3BECO01,12.836484,50.081963,535,Bečov nad Teplou,Bečov nad Teplou,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3FRAL01,12.351238,50.116796,435,Františkovy Lázně,Františkovy Lázně,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3HABA01,12.54853,50.180156,484,Habartov,Habartov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3HAZL01,12.270389,50.159224,551,Hazlov,Hazlov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3HROZ01,12.389416,50.025396,452,Starý Hrozňatov,Starý Hrozňatov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3CHEB01,12.391389,50.068333,483,Cheb,Cheb,AMS1,T,SRA,SCE,NA,SSV,P,F,NA
L3KLIN01,12.967957,50.3948,1236,Klínovec,Klínovec,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
L3KVAL01,12.914167,50.201667,603,Karlovy Vary,"Karlovy Vary, Olšová Vrata",AMS,T,SRA,SCE,NA,SSV,P,F,NA
L3KVAZ01,12.878151,50.227229,377,Karlovy Vary,Karlovy Vary,AKS4,T,SRA,SCE,NA,NA,NA,NA,NA
L3LAZY01,12.62322,50.05,845,Kynžvart,"Kynžvart, Lazy",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3LUBY01,12.400238,50.256881,524,Luby,Luby,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3LYSITT,12.651237,50.022636,980,Lysina,Lysina,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
L3NEJD01,12.715486,50.335684,609,Nejdek,Nejdek,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
L3OLOV01,12.558916,50.246202,545,Oloví,Oloví,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3PREB01,12.615467,50.37246,904,Přebuz,Přebuz,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
L3SEMN01,12.993213,50.245531,367,Šemnice,"Šemnice, Dubina",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
L3SIND01,12.597466,50.317449,589,Šindelová,"Šindelová, Obora",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
L3SOKO01,12.639266,50.176985,407,Sokolov,Sokolov,AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
L3STRA01,13.051677,50.338823,330,Stráž nad Ohří,Stráž nad Ohří,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
L4LAKY01,12.641703,50.011397,835,Lázně Kynžvart,"Lázně Kynžvart, Královka",ASNS,T,NA,NA,SCEa,NA,NA,NA,NA
L4PERK01,12.779285,50.363232,842,Pernink,Pernink,ASNS,T,NA,NA,SCEa,NA,NA,NA,NA
L4PRAH01,13.81838,49.65889,862,Praha,"Praha, Brdy",ASNS,T,NA,NA,SCEa,NA,NA,NA,NA
L4RYBN01,12.69832,49.515385,710,Rybník,Rybník,ASNS,T,NA,NA,SCEa,NA,NA,NA,NA
L4TESL01,13.761819,49.619132,720,Věšín,"Věšín, Teslíny",ASNS,T,NA,NA,SCEa,NA,NA,NA,NA
O1BEDO01,17.1991,50.15446,565,Bělá pod Pradědem,"Bělá pod Pradědem, Domašov",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1BELA01,17.1678,50.1586,670,Bělá pod Pradědem,"Bělá pod Pradědem, Filipovice",ASS,NA,SRA,NA,NA,NA,NA,NA,NA
O1BELO01,17.8042,49.5869,306,Bělotín,Bělotín,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
O1BILA01,18.5233,49.4547,720,Bílá,"Bílá, Konečná",AKS2,T,SRA,SCE,NA,NA,NA,F,NA
O1BILH01,18.3806,49.4222,770,Bílá,"Bílá, Hlavatá",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1BILO01,17.9917,49.7617,290,Bílovec,Bílovec,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1BOHU01,18.3692,49.882,237,Bohumín,"Bohumín, Záblatí",AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
O1BUDI01,17.6319,49.7972,530,Budišov nad Budišovkou,Budišov nad Budišovkou,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1CANTTT,18.7958,49.6792,974,Velká Čantoryje,Velká Čantoryje,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O1CERN01,17.1536,50.3092,320,Černá Voda,Černá Voda,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1CERV01,17.541944,49.777222,748.13,Červená,Červená,AMS1,T,SRA,SCE,NA,SSV,P,F,NA
O1DEHY01,18.1667,49.8694,292,Děhylov,Děhylov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1DLOU01,17.5011,49.9592,520,Dlouhá Stráň,Dlouhá Stráň,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1FMOL01,18.315833,49.666667,312,Frýdek-Místek,"Frýdek-Místek, Místek",AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
O1FREN01,18.240568,49.541055,436,Frenštát pod Radhoštěm,Frenštát pod Radhoštěm,AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
O1FULN01,17.93251,49.7235,340,Fulnek,"Fulnek, Kostelec",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1GRUNTT,18.495,49.4908,855,Gruň,"Gruň, Kozlena",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O1HAMR01,18.4389,49.4681,527,Staré Hamry,"Staré Hamry, Samčanka",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1HART01,17.575278,49.888611,516,Slezská Harta,Slezská Harta,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
O1HAT001,18.2542,49.9458,220,Hať,Hať,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1HAVI01,18.4406,49.7656,259,Havířov,"Havířov, Bludovice",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1HERM01,17.3816,50.1985,665,Heřmanovice,Heřmanovice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1HOLO01,18.637779,49.534088,582,Horní Lomná,Horní Lomná,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
O1HRAB01,18.0533,49.8783,395,Hrabyně,Hrabyně,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1HRAD01,17.8769,49.8728,275,Hradec nad Moravicí,Hradec nad Moravicí,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1HRCA01,18.834167,49.521111,612,Hrčava,Hrčava,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1HUKV01,18.2208,49.6428,292,Hukvaldy,"Hukvaldy, Rychaltice",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1HZIV01,17.949444,49.690556,256,Hladké Životice,Hladké Životice,AKS,T,SRA,NA,NA,NA,NA,NA,NA
O1CHLN01,18.119769,49.991679,258,Chuchelná,Chuchelná,AKS4,T,SRA,NA,NA,NA,NA,NA,NA
O1JABL01,18.7503,49.5875,380,Jablunkov,"Jablunkov, Návsí",AKS2,T,SRA,SCE,NA,SSV,P,F,NA
O1JAVO01,17.0075,50.3956,284,Javorník,Javorník,AKS1,T,SRA,SCE,NA,SSV,P,F,NA
O1JAVR01,18.627222,49.628333,930,Třinec,"Třinec, Oldřichovice, Javorový",AKS4,T,NA,NA,NA,NA,NA,F,NA
O1JESE01,17.183333,50.231111,502,Jeseník,Jeseník,AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
O1JISL01,17.5231,50.2525,358.2,Jindřichov,Jindřichov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1KARL01,17.454841,50.109463,502,Karlovice,Karlovice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1KARV01,18.5332,49.8549,224,Karviná,Karviná,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
O1KAST01,17.306832,50.074053,795,Karlova Studánka,Karlova Studánka,AKS3,T,SRA,SCE,NA,SSV,NA,F,NA
O1KLIM01,18.1347,49.7844,240,Klimkovice,Klimkovice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1KLINTT,17.1967,50.12,1099,Malý Klín,Malý Klín,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O1KRNO01,17.6922,50.078,360,Krnov,Krnov,AKS2,T,SRA,SCE,NA,SSV,P,F,NA
O1LICH01,17.633611,50.011111,389,Lichnov,Lichnov,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1LORY01,17.41431,49.8691,594,Lomnice,Lomnice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1LUCI01,18.4425,49.7308,300,Lučina,Lučina,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
O1LYSA01,18.4475,49.546111,1322.03,Lysá hora,Lysá hora,AMS1,T,SRA,SCE,NA,SSV,P,F,NA
O1MAMO01,17.259444,50.025278,775,Malá Morávka,"Malá Morávka, Karlov",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1MELC01,17.756944,49.849444,478,Melč,Melč,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1MIKU01,17.3231,50.3006,321,Mikulovice,Mikulovice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1MOLU01,18.55,49.532588,600,Morávka,"Morávka, Lúčka",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1MORK01,18.057778,49.5414,345,Mořkov,Mořkov,AKS3,T,SRA,SCE,NA,NA,NA,F,NA
O1MOSN01,18.112778,49.691944,252.8,Mošnov,Mošnov,AMS,T,SRA,SCE,NA,SSV,P,F,RGLB_D
O1NERA01,18.4147,49.9153,208,Dolní Lutyně,"Dolní Lutyně, Nerad",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1NOJI01,18.031111,49.6,291,Nový Jičín,Nový Jičín,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1NYDE01,18.755463,49.655692,400,Nýdek,Nýdek,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1NYFI01,18.788599,49.616676,745,Nýdek,"Nýdek, Filipka",AKS4,T,SRA,NA,NA,NA,NA,NA,NA
O1ODRY01,17.82,49.670833,305,Odry,Odry,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1OPAV01,17.8761,49.9197,270,Opava,"Opava, Otice",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
O1OSCE01,18.400556,49.525833,435,Ostravice,Ostravice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1OSLZ01,18.317553,49.844977,269,Ostrava,"Ostrava, Slezská Ostrava",AKS4,T,SRA,NA,NA,NA,NA,NA,NA
O1OSOB01,17.7135,50.2709,238,Osoblaha,Osoblaha,AKS4,T,SRA,SCE,NA,SSV,NA,F,NA
O1PASK01,18.3031,49.7244,254,Paskov,Paskov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1PORU01,18.159444,49.8253,238.6,Ostrava,"Ostrava, Poruba",AKS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
O1PRIB01,18.1342,49.6403,307,Příbor,Příbor,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1PSTR01,18.348889,49.559167,400,Pstruží,Pstruží,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1RAMZ01,17.0656,50.1944,740,Ostružná,"Ostružná, Ramzová",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1RASK01,18.4708,49.6228,397,Raškovice,Raškovice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1ROPI01,18.6125,49.6975,327,Ropice,Ropice,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
O1ROPITT,18.5597,49.6169,880,Ropička,Ropička,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O1RYMA01,17.296111,49.931389,578,Rýmařov,Rýmařov,AKS4,T,SRA,NA,NA,SSV,NA,F,NA
O1RYMH01,17.286667,49.955833,643,Rýmařov,"Rýmařov, Harrachov",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1SENO01,18.380278,49.770556,258,Šenov,"Šenov, Lapačka",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1SERA01,17.108333,50.1875,1328,Šerák,Šerák,AMS1,T,SRA,SCE,NA,SSV,P,F,NA
O1SERATT,17.1075,50.1883,1320,Šerák,Šerák,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O1SKRI01,17.9139,49.8178,485,Skřipov,Skřipov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
